MILLER JOHN E|QL384.H7 M55 1990|3|66641|LC|1|1900-01-01|1990|MARC|NEVER|2000-11-04|NORMAL|eng|1991-10-23|B-ALF|14899338|20935380|1990|QL|AAV8835BB|1990-09-07|SWIMMING SEA CUCUMBERS ECHINODERMATA HOLOTHUROIDEA A SURVEY WITH ANALYSIS OF SWIMMING BEHAVIOR IN FOUR BATHYAL SPECIES|2|a|000384 .H7  M55  1990|NEVER|Q
S?LIM MU?AMMAD ABD AL ?AM?D|PJ7755.Q27 Z8 1988|3|67935|LC|1|1900-01-01|1988|MARC|NEVER|2000-11-04|NORMAL|ara|1993-02-08|B-ALF|7520791|22389214|1988|PJ|AAW1607BB|1990-09-13|SHIR AL MUHADHDHAB IBN AL ZUBAYR|0|a|007755 .Q27  Z8  1988|NEVER|P
null|Z682.4.T42 E87 1988|3|40039|LC|1|1900-01-01|1988|MARC|NEVER|2000-11-04|NORMAL|eng|1993-11-08|B-ALF|43359|20629162|1988|Z|AAL9166BB|1990-06-19|ESTABLISHING PARTNERSHIP TEACHER LIBRARIANS AND TEACHERS WORKING TOGETHER PROCEEDINGS OF A SEMINAR A COOPERATIVE VENTU|1|a|000682.4 .T42  E87  1988|NEVER|Z
BRITISH CONGRESS ON THE HISTORY OF M|R495 .B75 1986|3|30474|LC|1|1900-01-01|1988|MARC|NEVER|2000-11-04|NORMAL|eng|1994-03-19|B-ALF|32878|18276240|1988|R|AAH5805BB|1990-05-22|INFLUENCE OF SCOTTISH MEDICINE AN HISTORICAL ASSESSMENT OF ITS INTERNATIONAL IMPACT|3|a|000495 .B75  1986|NEVER|R
ZLATOPOLSKI? DAVID LVOVICH|JN6515 1960 .Z613|3|83063|LC|1|1900-01-01|[1961?]|MARC|NEVER|2000-11-04|NORMAL|eng|1999-02-08|B-ALF|12956541|2987452|1961|JN|AAZ0700BB|1990-11-02|STATE SYSTEM OF THE U S S R|1|a|006515 1960  .Z613|NEVER|J
null|E838 .A54 no.36-41 1998|10|48230|LC|1|1900-01-01|[1990-|SERI|NEVER|2000-11-04|PERIOD|eng|2001-02-23|B-WELLS|52112|21286339|1990|E|AAP8403BB|1990-07-13|AMERICAN PROSPECT|0|a|000838 .A54  NO.000036-000041 001998|NEVER|E
BENNETT MAUREEN|HD62 .B413 1989|2|701|LC|1|1900-01-01|c1989.|MARC|NEVER|2000-11-04|NORMAL|eng|2012-03-09|B-WELLS|11770151|19921610|1989|HD|AAB1726BB|1990-01-11|MANAGING GROWTH|2|a|000062 .B413  1989|NEVER|H
COOKE ARNOLD PRELUDE INTERMEZZO AND FINALE ORGAN|M11.C74 P6|2|86592|LC|1|1900-01-01|c1962.|MUSIC|NEVER|2000-11-04|NORMAL|null|2014-03-27|B-MUSIC|92586|6855024|1962|M|AAZ7563BM|1990-11-14|PRELUDE INTERMEZZO AND FINALE FOR ORGAN|2|c|000011 .C74  P6|NEVER|M
null|BX4827.N5 N54 1989|2|51538|LC|1|2001-06-13|c1989.|MARC|Inactive|2000-11-04|NORMAL|eng|2001-08-06|B-WELLS|55582|19628358|1989|BX|AAR0164BB|1990-07-23|REINHOLD NIEBUHR TODAY ESSAYS|5|a|004827 .N5  N54  1989|Inactive|B
TAYLOR JOHN 001955|HN59.2 .T38 1989|4|72504|LC|1|2003-04-18|c1989.|MARC|Inactive|2000-11-04|NORMAL|eng|2003-06-23|B-ALF|77668|19811528|1989|HN|AAX1417BB|1990-10-02|CIRCUS OF AMBITION THE CULTURE OF WEALTH AND POWER IN THE EIGHTIES|4|a|000059.2 .T38  1989|Inactive|H
FOSTER SALLIE|HQ759.4.F67 1988|2|39946|LC|1|2004-04-28|c1988.|MARC|Inactive|2000-11-04|NORMAL|eng|2004-05-07|B-WELLS|43266|18248678|1988|HQ|AAL8846BB|1990-06-18|ONE GIRL IN TEN A SELF PORTRAIT OF THE TEEN AGE MOTHER|22|a|000759.4 .F67  1988|Inactive|H
SACLEUX CH CHARLES|PL8703 .S33 1979 v. 2|2|1298|LC|1|2005-10-17|1979|MARC|Inactive|2000-11-04|NORMAL|fre|2005-11-18|B-WELLS|1457|7664541|1979|PL|AAB2660BB|1990-01-17|DICTIONNAIRE COMORIEN FRANCAIS ET FRANCAIS COMORIEN|1|a|008703 .S33  1979  V. 000002|Inactive|P
HUANG LISHENG|TC502 .H7 H83 1986|3|38337|LC|1|2009-12-14|Minguo 75 [1|MARC|Inactive|2000-11-04|NORMAL|chi|2010-02-03|B-ALF|41473|19340005|1986|TC|AAL2643BB|1990-06-13|HUAI HE LIU YU DE SHUI LI SHI YE 001912 001937 CONG GONG GONG GONG CHENG KAN MIN CHU SHE HUI BIAN QIAN ZHI GE AN YAN J|2|a|000502 .H7  H83  1986|Inactive|T
SELDEN RAMAN|PN94 .S4518 1987|2|73210|LC|1|2010-03-18|1987|MARC|Inactive|2000-11-04|NORMAL|spa|2010-05-07|B-WELLS|78423|18208378|1987|PN|AAX2853BB|1990-10-04|TEORIA LITERARIA CONTEMPORANEA|9|a|000094 .S4518  1987|Inactive|P
MALIK TO?IR|PL56.9.M25 Q25 1987|2|61834|LC|1|2010-03-31|1987|MARC|Inactive|2000-11-04|NORMAL|uzb|2010-05-25|B-WELLS|66220|21049312|1987|PL|AAU5709BB|1990-08-20|QALDIRGHOCH QISSA|0|a|000056.9 .M25  Q25  1987|Inactive|P
null|PL8007 .A35 1985|2|50149|LC|1|2011-04-09|1985|MARC|Inactive|2000-11-04|NORMAL|eng|2011-05-16|B-WELLS|54153|20453650|1985|PL|AAQ5001BB|1990-07-18|AFRICAN COMMUNITY LANGUAGES AND THEIR USE IN LITERACY AND EDUCATION A REGIONAL SURVEY|34|a|008007 .A35  1985|Inactive|P
null|TT84.A84 A78 1984|3|64072|LC|1|2011-05-26|1984|MARC|Inactive|2000-11-04|NORMAL|por|2011-07-08|B-ALF|68568|16089575|1984|TT|AAV2158BB|1990-08-27|ARTES E TRADIC?ES DA REGI?O DE AVEIRO|0|a|000084 .A84  A78  1984|Inactive|T
LENIN, VLADIMIR IL?ICH,|DS135.R9 L375 1970|2|37360|LC|1|2011-07-28|1970|MARC|Inactive|2000-11-04|NORMAL|rus|2011-07-28|B-WELLS|40399|8348769|1970|DS|AAK9190BB|1990-06-11|O EVRE?SKOM VOPROSE V ROSSII /|9|a|000135 .R9  L375  1970|Inactive|D
PACTOR HOWARD S|Z6941 .P26 1990|3|89364|LC|1|2014-01-20|1990|MARC|Inactive|2000-11-04|NORMAL|eng|2014-05-06|B-ALF|13715487|21482844|1990|Z|ABA3300BB|1990-11-26|COLONIAL BRITISH CARIBBEAN NEWSPAPERS A BIBLIOGRAPHY AND DIRECTORY|1|a|006941 .P26  1990|Inactive|Z
DOSTOYEVSKY FYODOR 001821 001881|PG3325 .A1 1972 v.18|26|35709|LC|1|2014-04-28|1972-1988.|MARC|Inactive|2000-11-04|NORMAL|rus|2014-04-28|B-WELLS|38656|594245|1972|PG|AAK2972BB|1990-06-06|POLNOE SOBRANIE SOCHINENI? V TRIDT?SATI TOMAKH|5|a|003325 .A1  1972  V.000018|Inactive|P
null|HD2769.15 .T45 1990|3|77125|LC|1|2015-03-24|1990|MARC|Active|2000-11-04|NORMAL|eng|2015-05-13|B-BUSSP|82642|21409560|1990|HD|AAX9849BB|1990-10-16|THIRD SECTOR COMPARATIVE STUDIES OF NONPROFIT ORGANIZATIONS|78|a|002769.15 .T45  1990|Active|H
ELIAS NORBERT 001897 001990|HN445.E48 1989|2|78259|LC|1|2015-10-16|1989|MARC|Active|2000-11-04|NORMAL|ger|2015-10-16|B-WELLS|83835|21580080|1989|HN|AAY1630BB|1990-10-19|STUDIEN UBER DIE DEUTSCHEN MACHTKAMPFE UND HABITUSENTWICKLUNG IM 000019 UND 000020 JAHRHUNDERT|10|a|000445 .E48  1989|Active|H
REGER MAX 001873 001916 PIANO MUSIC 000004 HANDS SELECTIONS|M201.R39 R6|2|84335|LC|1|2016-01-08|c1989.|MUSIC|null|2000-11-04|NORMAL|null|2016-01-14|B-MUSIC|90283|22332775|1989|M|AAZ3228BM|1990-11-07|AUSGEWAHLTE WERKE FUR KLAVIER ZU VIER HANDEN SELECTED WORKS FOR PIANO FOUR HANDS|9|c|000201 .R39  R6|Inactive|M
MELLERS WILFRID 001914 002008|ML1156 .M53 1988|3|64894|LC|2|2016-01-13|1988|MARC|Active|2000-11-04|NORMAL|eng|2016-01-13|B-MUSIC|69468|19037670|1988|ML|AAV4289BM|1990-08-30|SONATA PRINCIPLE|44|a|001156 .M53  1988|Active|M
null|KF6369.8.F3 O3 1989 ed.|8|111420|LC|1|1900-01-01|c1954-|SERIAL|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-LAW|117090|9038158|1954|KF|ABE4869BW|1991-01-24|FARM INCOME TAX MANUAL|0|a|006369.8 .F3  O3  001989 ED.|NEVER|K
null|QE993 .A42 no.26|3|112653|LC|1|1900-01-01|[1991].|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|14875912|23010499|1991|QE|ABE7504BB|1991-01-28|ALPHABETICAL LISTING OF ACRITARCH AND FOSSIL PRASINOPHYTE SPECIES|0|a|000993 .A42  NO.000026|NEVER|Q
null|CB430 .M57 1990|3|115151|LC|1|1900-01-01|1990|MARC|NEVER|2000-11-05|NORMAL|rus|1900-01-01|B-ALF|120927|22767751|1990|CB|ABF3244BB|1991-02-02|MIR NA RUBEZHE XXI VEKA MEZHDUNARODNAI?A PANORAMA|0|a|000430 .M57  1990|NEVER|C
REUTER PETER 001944|H31 .R187 N-2807|4|120857|LC|1|1900-01-01|1988|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|9536394|19039255|1988|H|ABG5760BB|1991-02-18|ECONOMIC CONSEQUENCES OF EXPANDED CORPORATE LIABILITY AN EXPLORATORY STUDY|0|a|000031 .R187  N-2807|NEVER|H
COPPARD LILY ANNE|PR6005.O56 O63|2|127875|LC|1|1900-01-01|1929|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-LILLY|134429|11872906|1929|PR|ABJ1978BY|1991-03-06|ORANGE COURT|0|a|006005 .O56  O63|NEVER|P
SITWELL OSBERT 001892 001969|PR6037.I83 W7 1952|3|135855|LC|1|1900-01-01|1952|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|143282|899939|1952|PR|ABL0351BB|1991-03-27|WRACK AT TIDESEND A BOOK OF BALNEARICS BEING THE SECOND VOLUME OF ENGLAND RECLAIMED|0|a|006037 .I83  W7  1952|NEVER|P
PASSMORE S WAYNE|HG2040.5.U6 A673|3|155103|LC|1|1900-01-01|c1989.|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|165572|20360851|1989|HG|ABQ5178BB|1991-05-16|ELEVENTH DISTRICT COST OF FUNDS INDEX DESCRIPTION FORECASTING AND PRICING OF INDEX BASED MORTGAGES|0|a|002040.5 .U6  A673|NEVER|H
PENNSYLVANIA COUNTY COURT PHILADELPHIA COUNTY|KFX2122 .A2 1940|27|155467|LC|1|1900-01-01|null|SERIAL|NEVER|2000-11-05|CARREL|eng|1900-01-01|B-LAW|165981|1762208|1960|KF|ABQ5887BW|1991-05-17|ANNUAL REPORT OF THE COUNTY COURT OF PHILADELPHIA|0|a|X002122 .A2  001940|NEVER|K
NEW YORK PUBLIC LIBRARY RESEARCH LIB|Z881 .N59 1979 v.102|1156|169308|LC|1|1900-01-01|c1979.|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|182150|5154767|1979|Z|ABT5634BB|1991-06-26|DICTIONARY CATALOG OF THE RESEARCH LIBRARIES OF THE NEW YORK PUBLIC LIBRARY 001911 001971|0|a|000881 .N59  1979  V.000102|NEVER|Z
BEETHOVEN LUDWIG VAN 001770 001827 SYMPHONIES NO 000007 OP 000092 A MAJOR|M999.B414 S9 no. 7 B8 Set II V|133|172347|LC|1|1900-01-01|[186-?]|MUSIC|NEVER|2000-11-05|_PEDSL|null|1900-01-01|B-MUSIC|185649|17705783|1860|M|ABU1837BM|1991-07-08|SIEBENTE SYMPHONIE|0|c|000999 .B414  S9  NO. 7  B8  SET II VIOLA, PT.|NEVER|M
null|KD279.4 1990|20|189357|LC|1|1900-01-01|[1972-|SERIAL|NEVER|2000-11-05|CARREL|eng|1900-01-01|B-LAW|205002|15069909|1972|KD|ABX5850BW|1991-09-10|LAW REPORTS FAMILY DIVISION AND ON APPEAL THEREFROM IN THE COURT OF APPEAL AND DECISIONS IN THE ECCLESIASTICAL COURTS|0|a|000279.4 001990|NEVER|K
PERTUSI AGOSTINO|BS649.T8 P47 1988|3|203119|LC|1|1900-01-01|1988|MARC|NEVER|2000-11-05|NORMAL|ita|1900-01-01|B-ALF|220738|21246989|1988|BS|ACA5789BB|1991-10-29|FINE DI BISANZIO E FINE DE MONDO SIGNIFICATO E RUOLO STORICO DELLE PROFEZIE SULLA CADUTA DI COSTANTINOPOLI IN ORIENTE|0|a|000649 .T8  P47  1988|NEVER|B
null|DR203 .D6 v.4|23|208350|LC|1|1900-01-01|null|MARC|NEVER|2000-11-05|NORMAL|rum|1900-01-01|B-ALF|14967088|11234167|1965|DR|ACB6369BB|1991-11-15|DOCUMENTA ROMANIAE HISTORICA B ?ARA ROMANEASC?|0|a|000203 .D6  V.000004|NEVER|D
null|TX771 .F198|2|212809|LC|1|1900-01-01|c1953.|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-LILLY|231469|3288499|1953|TX|ACC5048BY|1991-12-04|FAMILY CIRCLE CAKE COOKY COOKBOOK|0|a|000771 .F198|NEVER|T
null|HC271 .T32 1994-1995|56|229517|LC|1|1900-01-01|null|SERI|NEVER|2000-11-05|PERIOD|fre|1900-01-01|B-ALF|8553126|1570031|1956|HC|ACF7924BB|1992-02-05|TABLEAUX DE LECONOMIE FRANCAISE|0|a|000271 .T32  001994-001995|NEVER|H
ROBINS ELIZABETH 001862 001952|PS2719.R4 V6|2|230911|LC|1|1900-01-01|[1909]|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-LILLY|251352|13556957|1909|PS|ACG0652BY|1992-02-10|VOTES FOR WOMEN A PLAY IN THREE ACTS|0|a|002719 .R4  V6|NEVER|P
CAMPBELL JOHN W JR JOHN WOOD 001910 001971|PS3553.A47 A16 1966|2|238752|LC|1|1900-01-01|1966|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-LILLY|259827|774318|1966|PS|ACH4428BY|1992-02-28|COLLECTED EDITORIALS FROM ANALOG|0|a|003553 .A47  A16  1966|NEVER|P
null|AP95.K6 K57 no.141-151 1977|56|247537|LC|1|1900-01-01|null|SERI|NEVER|2000-11-05|PERIOD|kor|1900-01-01|B-ALF|7945487|4375604|1964|AP|ACK0094BB|1992-03-20|KIR?GI|0|a|000095 .K6  K57  NO.000141-000151 001977|NEVER|A
WOLF CHARLES 001924|HC427.92 .W655 1991|4|248403|LC|1|1900-01-01|1992|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|9590907|25455755|1992|HC|ACK1703BB|1992-03-23|MARKET ORIENTED POLICIES FOR THE DEVELOPMENT OF HAINAN EXECUTIVE SUMMARY|0|a|000427.92 .W655  1991|NEVER|H
SCHUBERT FRANZ 001797 001828 SYMPHONIES D 000759 B MINOR|M999.S384 S9 D. 759 F5 Horn II|16|273142|LC|1|1900-01-01|[c1939]|MUSIC|NEVER|2000-11-05|_PEDSL|N/A|1900-01-01|B-MUSIC|296921|24063506|1939|M|ACP6775BM|1992-05-26|SYMPHONY IN B MINOR NO 000008 THE UNFINISHED SYMPHONY|0|c|000999 .S384  S9  D. 759  F5  HORN II, PT. 0000|NEVER|M
ATWOOD THOMAS D 001793|F2051 .A88|2|275572|LC|1|1900-01-01|1791|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-LILLY|299492|4447873|1791|F|ACQ1084BY|1992-06-01|HISTORY OF THE ISLAND OF DOMINICA|0|a|002051 .A88|NEVER|F
VAZQUEZ HONORATO 001855 001933|PC4891 .V49 1925a|2|293419|LC|1|1900-01-01|1925|MARC|NEVER|2000-11-05|NORMAL|spa|1900-01-01|B-WELLS|318775|26232638|1925|PC|ACT6434BB|1992-07-21|IDIOMA CASTELLANO EN EL ECUADOR|0|a|004891 .V49  1925A|NEVER|P
OCONNOR FLANNERY|PS3565.C57 G643|2|303810|LC|1|1900-01-01|c1963.|MARC|NEVER|2000-11-05|NORMAL|fre|1900-01-01|B-LILLY|330006|2313875|1963|PS|ACV8776BY|1992-08-25|BRAVES GENS NE COURENT PAS LES RUES|0|a|003565 .C57  G643|NEVER|P
CODRESCU ANDREI 001946|PS3553.O3 L69|3|370794|LC|1|1900-01-01|c1970.|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|402022|92022|1970|PS|ADK2705BB|1993-03-31|LICENSE TO CARRY A GUN|0|a|003553 .O3  L69|NEVER|P
ELTZER BERNARDO A|Z1630.3 .E45 1984 v.2|17|394847|LC|1|1900-01-01|[between 198|MARC|NEVER|2000-11-05|NORMAL|spa|1900-01-01|B-ALF|427241|16085665|1984|Z|ADP6992BB|1993-06-05|PERIODISMO POLITICO ARGENTINO DURANTE LA EPOCA MILITAR 001976 001983|0|a|001630.3 .E45  1984  V.000002|NEVER|Z
MAHABANE ZACCHEUS R 001881|DT737 .M214|5|406938|LC|1|1900-01-01|[196-]|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|440304|29299658|1960|DT|ADR9454BB|1993-07-19|GOOD FIGHT SELECTED SPEECHES OF REV ZACCHEUS R MAHABANE|0|a|000737 .M214|NEVER|D
OZICK CYNTHIA|PS3565.Z5 P12|2|443994|LC|1|1900-01-01|1971|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-LILLY|480443|135569|1971|PS|ADY8297BY|1993-11-23|PAGAN RABBI AND OTHER STORIES|0|a|003565 .Z5  P12|NEVER|P
SCHUMAN WILLIAM 001910 001992 CANONIC CHORUSES|M998.S3922 C3 c.20|21|453407|LC|1|1900-01-01|c1942.|MUSIC|NEVER|2000-11-05|_PEDSL|eng|1900-01-01|B-MUSIC|490596|6611340|1942|M|AEA6311BM|1994-01-05|FOUR CANONIC CHORUSES FOR MIXED VOICES A CAPPELLA|0|c|000998 .S3922  C3  C.000020|NEVER|M
THOMAS J A JOHN A 001933|RM286 .T458|3|472191|LC|1|1900-01-01|[1973]|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|11213959|524141|1973|RM|AEE4616BB|1994-03-08|SYNOPSIS OF ENDOCRINE PHARMACOLOGY|0|a|000286 .T458|NEVER|R
AMERICAN LIBRARY ASSOCIATION COMMITT|Z668 .A552|3|490232|LC|1|1900-01-01|1943|MARC|NEVER|2000-11-05|NORMAL|eng|1900-01-01|B-ALF|529617|1220745|1943|Z|AEH6934BB|1994-04-29|EDUCATION FOR LIBRARIANSHIP GRANTS IN AID FINANCED BY THE CARNEGIE CORPORATION OF NEW YORK 001919 001942 FINAL REPORT|0|a|000668 .A552|NEVER|Z
SCHUMAN WILLIAM 001910 001992|M998.S3922 P9 c.28|29|496395|LC|1|1900-01-01|c1940.|MUSIC|NEVER|2000-11-05|_PEDSL|eng|1900-01-01|B-MUSIC|536037|7757400|1940|M|AEJ7811BM|1994-05-19|PRELUDE FOR VOICES FOR FULL CHORUS OF MIXED VOICES WITH SOPRANO SOLO A CAPPELLA|0|c|000998 .S3922  P9  C.000028|NEVER|M
HARRIS ROY 001898 001979 FREEDOMS LAND ARR|M998.H316 F85 c.18|19|499601|LC|1|1900-01-01|[197-, c1941|MUSIC|NEVER|2000-11-05|_PEDSL|eng|1900-01-01|B-MUSIC|539342|5738842|1970|M|AEK3519BM|1994-05-30|FREEDOMS LAND FOR FOUR PART MALE CHORUS T T B B|0|c|000998 .H316  F85  C.000018|NEVER|M
MOZART WOLFGANG AMADEUS 001756 001791 COSI FAN TUTTE SELECTIONS ARRANGED|M998.M939 C83 c.11|12|500719|LC|1|1900-01-01|c1951.|MUSIC|NEVER|2000-11-05|_PEDSL|N/A|1900-01-01|B-MUSIC|540487|7590040|1951|M|AEK5482BM|1994-06-02|COSI FAN TUTTE CHORUS PARTS|0|c|000998 .M939  C83  C.000011|NEVER|M
KIESEWETTER HUBERT 001939|HC290.79.S29 K54 1988|3|113686|LC|1|1900-01-01|1988|MARC|NEVER|2000-11-05|NORMAL|ger|1992-03-24|B-ALF|9718409|18950139|1988|HC|ABE9681BB|1991-01-30|INDUSTRIALISIERUNG UND LANDWIRTSCHAFT SACHSENS STELLUNG IM REGIONALEN INDUSTRIALISIERUNGSPROZESS DEUTSCHLANDS IM 00001|1|a|000290.79 .S29  K54  1988|NEVER|H
KU?NIEWICZ ANDRZEJ|PG7170.U75 L4 1986|2|271350|LC|1|1900-01-01|1986, c1977.|MARC|NEVER|2000-11-05|NORMAL|pol|1992-08-21|B-WELLS|295044|15389487|1986|PG|ACP3564BB|1992-05-20|LEKCJA MARTWEGO J?ZYKA|1|a|007170 .U75  L4  1986|NEVER|P
TARAVELLA LOUIS|Z7164.I3 T36 1986|3|333904|LC|1|1900-01-01|c1986.|MARC|NEVER|2000-11-05|NORMAL|fre|1993-02-19|B-ALF|362806|21297756|1986|Z|ADC1845BB|1992-12-04|RETOUR ET LA REINSERTION DES MIGRANTS BIBLIOGRAPHIE INTERNATIONALE 001965 001986|1|a|007164 .I3  T36  1986|NEVER|Z
?ADD?D Q?SIM|PJ7828.D235 U95 1990|2|133510|LC|1|1900-01-01|[1990]|MARC|NEVER|2000-11-05|NORMAL|ara|1993-03-19|B-WELLS|7524906|23700641|1990|PJ|ABK4936BB|1991-03-21|UZLAT AL MALIK?T|0|a|007828 .D235  U95  1990|NEVER|P
BASH?R AL SH?FI? MU?AMMAD|AC105 ABL9737|3|140181|LC|1|1900-01-01|1986|MARC|NEVER|2000-11-05|NORMAL|ara|1993-03-29|B-ALF|15304693|26003872|1986|AC|ABL9737BB|1991-04-08|QA??YAH MAN ALLADH? YA?KUMU MI?R|0|a|000105 ABL9737|NEVER|A
null|PQ6039 .H597 1989|2|365370|LC|1|1900-01-01|c1989.|MARC|NEVER|2000-11-05|NORMAL|spa|1993-04-23|B-WELLS|396351|21177512|1989|PQ|ADJ2667BB|1993-03-16|HOMENAJE AL PROFESOR IGNACIO ELIZALDE ESTUDIOS LITERARIOS|1|a|006039 .H597  1989|NEVER|P
PUTIK JAROSLAV 001923|PG5039.26.U7 M8 1991|2|372803|LC|1|1900-01-01|1991|MARC|NEVER|2000-11-05|NORMAL|cze|1993-05-20|B-WELLS|404094|25640349|1991|PG|ADK6285BB|1993-04-05|MU? S B?ITVOU|1|a|005039.26 .U7  M8  1991|NEVER|P
BEN ZIKRI YITS?A? BEN MOSHEH|BM525.V5219 B46 1990 v.1|2|428989|LC|1|1900-01-01|750-761 [1990-200|MARC|NEVER|2000-11-05|NORMAL|heb|1993-10-05|B-WELLS|464384|25634203|1990|BM|ADV8759BB|1993-09-29|SEFER PA?AD YITS?A? PERUSH LA SEFER OTSROT ?AYIM SHE HU HA MAHADURA HA TINYANA SHEL HA S HA ? ETS ?AYIM LE|0|a|000525 .V5219  B46  1990  V.000001|NEVER|B
FOLKIERSKA ANDREA|LA841 .F65 1990|3|288210|LC|1|1900-01-01|1990|MARC|NEVER|2000-11-05|NORMAL|pol|1994-01-04|B-ALF|313167|26365563|1990|LA|ACS5530BB|1992-07-04|PYTANIE O PEDAGOGIK?|1|a|000841 .F65  1990|NEVER|L
null|KF1085.Z9 S92 1992|2|283992|LC|1|1900-01-01|1992-|SERIAL|NEVER|2000-11-05|NORMAL|eng|1994-02-11|B-LAW|308578|26047652|1992|KF|ACR7598BW|1992-06-22|SWAPS AND OTHER DERIVATIVES IN|4|a|001085 .Z9  S92  001992|NEVER|K
KOEPCKE CORDULA|PT2638.N455 Z66 1993|2|441855|LC|1|1900-01-01|c1993.|MARC|NEVER|2000-11-05|NORMAL|ger|1994-03-23|B-WELLS|478161|28451584|1993|PT|ADY3934BB|1993-11-16|REINHOLD SCHNEIDER EINE BIOGRAPHIE|0|a|002638 .N455  Z66  1993|NEVER|P
