Relation|RowGroup|Column|uncompressed|bb_compressed|c3_compressed|compression_ratio_improvement|bb_cr|c3_cr|datatype|C3_source_target|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Arade_1|1|2_F2|546190|57889|49667|1.16554|9.43513|10.997|string|target|Dict_1toN|0|1|25.033068|9.435126|25.033068|10.700376|0|6845|BP|-1|5|74|-1|-1|-1|-1|-1.000000|10622|741|0.978408|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|40380|48872|24|36|-1|-1||0|1
Arade_1|1|4_F4|524288|272441|272465|0.999912|1.92441|1.92424|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|1|5_F5|524288|282385|282409|0.999915|1.85664|1.85648|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|1|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|1|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|1|8_F8|524288|257475|257499|0.999907|2.03627|2.03608|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|1|9_F9|524288|257529|257553|0.999907|2.03584|2.03565|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|1|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|1|11_WNET (bin)|262144|22316|22340|0.998926|11.7469|11.7343|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|2|1_F1|458756|18422|17592|1.04718|24.9026|26.0775|string|source|Dict_1toN|0|1|24.902616|9.423220|24.902616|10.781431|0|7335|BP|-1|5|74|-1|-1|-1|-1|-1.000000|10668|741|0.978408|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|40180|50600|24|36|-1|-1||0|1
Arade_1|2|2_F2|548667|58225|51395|1.13289|9.42322|10.6755|string|target|Dict_1toN|0|1|24.902616|9.423220|24.902616|10.781431|0|7335|BP|-1|5|74|-1|-1|-1|-1|-1.000000|10668|741|0.978408|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|40180|50600|24|36|-1|-1||0|1
Arade_1|2|4_F4|524288|272417|272441|0.999912|1.92458|1.92441|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|2|5_F5|524288|282497|282521|0.999915|1.85591|1.85575|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|2|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|2|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|2|8_F8|524288|257811|257835|0.999907|2.03361|2.03342|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|2|9_F9|524288|257777|257801|0.999907|2.03388|2.03369|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|2|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|2|11_WNET (bin)|262144|23420|23444|0.998976|11.1932|11.1817|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|3|1_F1|458756|19146|23424|0.817367|23.9609|19.5849|string|source|Dict_1toN|0|1|23.960932|9.360924|23.960932|10.765836|0|7629|BP|-1|5|74|-1|-1|-1|-1|-1.000000|10642|741|0.978408|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|40148|49540|24|36|-1|-1||0|1
Arade_1|3|2_F2|547249|58461|50335|1.16144|9.36092|10.8721|string|target|Dict_1toN|0|1|23.960932|9.360924|23.960932|10.765836|0|7629|BP|-1|5|74|-1|-1|-1|-1|-1.000000|10642|741|0.978408|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|40148|49540|24|36|-1|-1||0|1
Arade_1|3|4_F4|524288|272845|272869|0.999912|1.92156|1.92139|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|3|5_F5|524288|282313|282337|0.999915|1.85712|1.85696|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|3|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|3|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|3|8_F8|524288|260057|260081|0.999908|2.01605|2.01586|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|3|9_F9|524288|260063|260087|0.999908|2.016|2.01582|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|3|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|3|11_WNET (bin)|262144|25004|25028|0.999041|10.4841|10.474|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|4|1_F1|458756|18314|16448|1.11345|25.0495|27.8913|string|source|Dict_1toN|0|1|25.049470|9.273576|25.049470|10.713966|0|7844|BP|-1|5|74|-1|-1|-1|-1|-1.000000|10530|741|0.978408|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|39936|48540|24|36|-1|-1||0|1
Arade_1|4|2_F2|541141|58352|49335|1.18277|9.27374|10.9687|string|target|Dict_1toN|0|1|25.049470|9.273576|25.049470|10.713966|0|7844|BP|-1|5|74|-1|-1|-1|-1|-1.000000|10530|741|0.978408|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|39936|48540|24|36|-1|-1||0|1
Arade_1|4|4_F4|524288|274685|274709|0.999913|1.90869|1.90852|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|4|5_F5|524288|281521|281545|0.999915|1.86234|1.86218|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|4|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|4|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|4|8_F8|524288|260527|260551|0.999908|2.01241|2.01223|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|4|9_F9|524288|260417|260441|0.999908|2.01326|2.01308|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|4|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|4|11_WNET (bin)|262144|25636|25660|0.999065|10.2256|10.2161|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|1_F1|458756|17186|17210|0.998605|26.6936|26.6564|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|2_F2|552918|58173|58197|0.999588|9.50472|9.5008|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|4_F4|524288|274057|274081|0.999912|1.91306|1.91289|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|5_F5|524288|281809|281833|0.999915|1.86044|1.86028|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|8_F8|524288|258675|258699|0.999907|2.02682|2.02663|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|9_F9|524288|258705|258729|0.999907|2.02659|2.0264|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|5|11_WNET (bin)|262144|24883|24908|0.998996|10.5351|10.5245|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|6|1_F1|458756|18502|18180|1.01771|24.7949|25.2341|string|source|DFOR|0|9|24.794941|10.157471|24.794941|11.343805|0|2699|BP|BP|5|11|-1|-1|-1|-1|-1.000000|21|32|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|10|0|0|23088|25820|-1|-1|-1|-1||0|10
Arade_1|6|2_F2|549938|58384|58409|0.999572|9.41933|9.4153|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|6|4_F4|524288|274449|274473|0.999913|1.91033|1.91016|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|6|5_F5|524288|282017|282041|0.999915|1.85907|1.85891|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|6|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|6|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|6|8_F8|524288|260923|260947|0.999908|2.00936|2.00917|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|6|9_F9|524288|260875|260899|0.999908|2.00973|2.00954|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|6|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|6|11_WNET (bin)|262144|25808|25868|0.997681|10.1575|10.1339|integer|target|DFOR|0|9|24.794941|10.157471|24.794941|11.343805|0|2699|BP|BP|5|11|-1|-1|-1|-1|-1.000000|21|32|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|10|0|0|23088|25820|-1|-1|-1|-1||0|10
Arade_1|7|1_F1|458756|18910|18924|0.99926|24.26|24.242|string|source|Dict_1toN|0|1|24.259968|9.376674|24.259968|10.726474|0|7338|-1|-1|5|74|-1|-1|-1|-1|-1.000000|10633|741|0.978408|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|40300|49868|24|36|-1|-1||0|1
Arade_1|7|2_F2|546782|58313|50663|1.151|9.37667|10.7925|string|target|Dict_1toN|0|1|24.259968|9.376674|24.259968|10.726474|0|7338|-1|-1|5|74|-1|-1|-1|-1|-1.000000|10633|741|0.978408|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|40300|49868|24|36|-1|-1||0|1
Arade_1|7|4_F4|524288|274129|274153|0.999912|1.91256|1.91239|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|7|5_F5|524288|282241|282265|0.999915|1.85759|1.85743|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|7|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|7|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|7|8_F8|524288|261693|261717|0.999908|2.00345|2.00326|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|7|9_F9|524288|261791|261815|0.999908|2.0027|2.00251|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|7|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|7|11_WNET (bin)|262144|26396|26456|0.997732|9.9312|9.90868|integer|target|DFOR|0|9|24.259968|9.931202|24.259968|11.385190|0|3371|BP|BP|5|11|-1|-1|-1|-1|-1.000000|21|32|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|10|0|0|23004|26408|-1|-1|-1|-1||0|10
Arade_1|8|1_F1|458756|18098|18122|0.998676|25.3484|25.3149|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|8|2_F2|552818|58133|57623|1.00885|9.50954|9.5937|string|source|DFOR|1|9|9.509538|9.298524|9.509538|10.803379|0|3927|BP|BP|74|11|-1|-1|-1|-1|-1.000000|297|308|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|10|0|0|23968|29092|-1|-1|-1|-1||1|10
Arade_1|8|4_F4|524288|277561|277585|0.999914|1.88891|1.88875|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|8|5_F5|524288|277201|277225|0.999913|1.89136|1.8912|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|8|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|8|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|8|8_F8|524288|261757|261781|0.999908|2.00296|2.00277|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|8|9_F9|524288|261811|261835|0.999908|2.00254|2.00236|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|8|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|8|11_WNET (bin)|262144|28192|29416|0.95839|9.29852|8.91161|integer|target|DFOR|1|9|9.509538|9.298524|9.509538|10.803379|0|3927|BP|BP|74|11|-1|-1|-1|-1|-1.000000|297|308|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|10|0|0|23968|29092|-1|-1|-1|-1||1|10
Arade_1|9|1_F1|458756|18554|18578|0.998708|24.7255|24.6935|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|9|2_F2|549167|58285|57539|1.01297|9.4221|9.54426|string|source|DFOR|1|9|9.422098|9.151794|9.422098|11.004744|0|4823|BP|BP|74|11|-1|-1|-1|-1|-1.000000|297|308|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|10|0|0|23524|28656|-1|-1|-1|-1||1|10
Arade_1|9|4_F4|524288|276281|276305|0.999913|1.89766|1.8975|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|9|5_F5|524288|280097|280121|0.999914|1.87181|1.87165|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|9|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|9|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|9|8_F8|524288|263085|263109|0.999909|1.99285|1.99266|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|9|9_F9|524288|263155|263179|0.999909|1.99232|1.99213|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|9|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|9|11_WNET (bin)|262144|28644|28980|0.988406|9.15179|9.04569|integer|target|DFOR|1|9|9.422098|9.151794|9.422098|11.004744|0|4823|BP|BP|74|11|-1|-1|-1|-1|-1.000000|297|308|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|10|0|0|23524|28656|-1|-1|-1|-1||1|10
Bimbo_1|0|1_Agencia_ID|262144|290|314|0.923567|903.945|834.854|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|2_Canal_ID|262144|142|166|0.855422|1846.08|1579.18|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|3_Cliente_ID|262144|45774|45798|0.999476|5.72692|5.72392|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|4_Demanda_uni_equil|262144|39868|39892|0.999398|6.5753|6.57134|integer|source|Equality|3|11|6.575298|6.564103|6.575298|22.393162|0|28229|PFOR|-1|176|176|1200|1369|117|10976|0.997813|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||3|11
Bimbo_1|0|5_Dev_proxima|524288|15589|15614|0.998399|33.6319|33.5781|double|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|6_Dev_uni_proxima|262144|3104|3128|0.992327|84.4536|83.8056|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|7_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|8_Producto_ID|262144|68525|68549|0.99965|3.82552|3.82418|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|9_Ruta_SAK|262144|1114|1138|0.97891|235.318|230.355|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|10_Semana|262144|254|278|0.913669|1032.06|942.964|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|11_Venta_hoy|524288|104724|104749|0.999761|5.00638|5.00518|double|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|12_Venta_uni_hoy|262144|39936|10997|3.63154|6.5641|23.8378|integer|target|Equality|3|11|6.575298|6.564103|6.575298|22.393162|0|28229|PFOR|-1|176|176|1200|1369|117|10976|0.997813|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||3|11
Bimbo_1|1|1_Agencia_ID|262144|306|330|0.927273|856.68|794.376|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|2_Canal_ID|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|3_Cliente_ID|262144|62402|62426|0.999616|4.20089|4.19928|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|4_Demanda_uni_equil|262144|37304|37328|0.999357|7.02724|7.02272|integer|source|Numerical|3|11|7.027236|7.016702|7.027236|19.464211|0|23892|PFOR|BP|98|98|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.992427|0|284|0|284|0|0|13468|11080|-1|-1|-1|-1||3|11
Bimbo_1|1|5_Dev_proxima|524288|23540|23564|0.998981|22.2722|22.2495|double|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|6_Dev_uni_proxima|262144|4168|4192|0.994275|62.8944|62.5344|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|7_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|8_Producto_ID|262144|68641|68665|0.99965|3.81906|3.81772|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|9_Ruta_SAK|262144|1022|1046|0.977055|256.501|250.616|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|10_Semana|262144|306|330|0.927273|856.68|794.376|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|11_Venta_hoy|524288|96613|96637|0.999752|5.42668|5.42533|double|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|1|12_Venta_uni_hoy|262144|37360|11104|3.36455|7.0167|23.6081|integer|target|Numerical|3|11|7.027236|7.016702|7.027236|19.464211|0|23892|PFOR|BP|98|98|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.992427|0|284|0|284|0|0|13468|11080|-1|-1|-1|-1||3|11
Bimbo_1|2|1_Agencia_ID|262144|370|394|0.939086|708.497|665.34|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|2|2_Canal_ID|262144|46|70|0.657143|5698.78|3744.91|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|2|3_Cliente_ID|262144|57086|57110|0.99958|4.59209|4.59016|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|2|4_Demanda_uni_equil|262144|37416|37440|0.999359|7.0062|7.00171|integer|source|Numerical|3|11|7.006201|6.999466|7.006201|19.533830|0|24032|PFOR|BP|113|113|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.998057|0|323|0|323|0|0|13420|10988|-1|-1|-1|-1||3|11
Bimbo_1|2|5_Dev_proxima|524288|24980|19942|1.25263|20.9883|26.2906|double|target|Dict_1to1|5|4|60.907063|20.988311|25.748355|44.337252|-5877|13155|BP|-1|28|361|1100|2108|8800|16888|0.998579|124|124|0.903226|2889|2900|0.995862|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||5|4
Bimbo_1|2|6_Dev_uni_proxima|262144|4304|10597|0.406153|60.9071|24.7376|integer|source|Dict_1to1|5|4|60.907063|20.988311|25.748355|44.337252|-5877|13155|BP|-1|28|361|1100|2108|8800|16888|0.998579|124|124|0.903226|2889|2900|0.995862|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||5|4
Bimbo_1|2|7_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|2|8_Producto_ID|262144|74997|75021|0.99968|3.49539|3.49427|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|2|9_Ruta_SAK|262144|1130|1154|0.979203|231.986|227.161|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|2|10_Semana|262144|354|378|0.936508|740.52|693.503|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|2|11_Venta_hoy|524288|103117|103141|0.999767|5.0844|5.08322|double|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|2|12_Venta_uni_hoy|262144|37452|11012|3.40102|6.99947|23.8053|integer|target|Numerical|3|11|7.006201|6.999466|7.006201|19.533830|0|24032|PFOR|BP|113|113|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.998057|0|323|0|323|0|0|13420|10988|-1|-1|-1|-1||3|11
Bimbo_1|3|1_Agencia_ID|262144|382|406|0.940887|686.241|645.675|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|3|2_Canal_ID|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|3|3_Cliente_ID|262144|55402|55426|0.999567|4.73167|4.72962|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|3|4_Demanda_uni_equil|262144|38504|16557|2.32554|6.80823|15.8328|integer|target|Equality|11|3|6.794816|6.808228|6.794816|11.054852|0|14790|-1|-1|129|131|2701|2064|237|16536|0.998549|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0||11|3
Bimbo_1|3|5_Dev_proxima|524288|23660|23684|0.998987|22.1593|22.1368|double|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|3|6_Dev_uni_proxima|262144|4256|4280|0.994393|61.594|61.2486|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|3|7_Number of Records|262144|4|2101|0.00190386|65536|124.771|integer|source|Dict_1toN|6|7|65536.000000|3.744861|126.700822|4.670967|-2065|13878|BP|-1|1|264|-1|-1|-1|-1|-1.000000|1056|1068|0.988764|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|55040|61464|8|20|-1|-1||6|7
Bimbo_1|3|8_Producto_ID|262144|70001|62570|1.11876|3.74486|4.18961|integer|target|Dict_1toN|6|7|65536.000000|3.744861|126.700822|4.670967|-2065|13878|BP|-1|1|264|-1|-1|-1|-1|-1.000000|1056|1068|0.988764|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|55040|61464|8|20|-1|-1||6|7
Bimbo_1|3|9_Ruta_SAK|262144|1150|1174|0.979557|227.951|223.291|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|3|10_Semana|262144|366|390|0.938462|716.24|672.164|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|3|11_Venta_hoy|524288|98829|65942|1.49873|5.305|7.95074|double|target|Dict_1toN|11|10|6.794816|5.305002|5.878591|7.858740|-6013|32115|BP|-1|129|1554|-1|-1|-1|-1|-1.000000|27632|14060|0.999147|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|38544|51332|520|532|-1|-1||11|10
Bimbo_1|3|12_Venta_uni_hoy|262144|38580|47849|0.806286|6.79482|5.47857|integer|source|Dict_1toN|11|10|6.794816|5.305002|5.878591|7.858740|-6013|32115|BP|-1|129|1554|-1|-1|-1|-1|-1.000000|27632|14060|0.999147|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|38544|51332|520|532|-1|-1||11|10
Bimbo_1|4|1_Agencia_ID|262144|402|426|0.943662|652.1|615.362|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|4|2_Canal_ID|262144|4|2101|0.00190386|65536|124.771|integer|source|Dict_1toN|1|7|65536.000000|3.729304|126.700822|4.540548|-2065|12559|BP|-1|1|266|-1|-1|-1|-1|-1.000000|1064|1076|0.988848|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|56644|62452|8|20|-1|-1||1|7
Bimbo_1|4|3_Cliente_ID|262144|53462|53486|0.999551|4.90337|4.90117|integer|None|None||||||||||||||||||||||||||||||||||||
